N_SOIL,P_SOIL,K_SOIL,TEMPERATURE,HUMIDITY,ph,RAINFALL,CROP_PRICE,CROP,STATE
121,45,22,22.5,81.3,6.4,64.2,890,Cotton,Uttar Pradesh
121,47,16,23.6,79.3,7.7,72.5,1170,Cotton,Uttar Pradesh
129,60,22,24.6,79.1,5.9,71.9,615,Cotton,Uttar Pradesh
107,45,25,23.1,83.6,7.2,71.8,800,Cotton,Uttar Pradesh
122,59,18,23.5,83.6,6.2,79.8,2700,Cotton,Uttar Pradesh
140,38,15,24.1,75.9,6,69.9,1070,Cotton,Uttar Pradesh
102,49,21,24.7,84.8,6.3,89.8,1965,Cotton,Uttar Pradesh
111,40,25,24.5,84.4,6.2,90.9,2600,Cotton,Uttar Pradesh
131,35,18,24.5,82.2,7.1,64,420,Cotton,Uttar Pradesh
135,43,16,23.5,81.7,6.7,86.8,490,Cotton,Uttar Pradesh
100,46,18,24.2,76,6.4,69.1,1005,Cotton,Uttar Pradesh
123,39,24,25,78.2,7.5,86.1,2240,Cotton,Uttar Pradesh
117,56,15,26,77.1,7.4,89.1,980,Cotton,Uttar Pradesh
121,36,24,23.7,81.7,7.4,99.4,570,Cotton,Uttar Pradesh
101,58,18,25.7,81.4,6.7,78.6,400,Cotton,Uttar Pradesh
107,42,24,22,84.6,6.1,86,330,Cotton,Uttar Pradesh
100,41,22,22.4,84.6,7.3,93.5,3900,Cotton,Uttar Pradesh
125,39,21,25,82.2,8,95,1900,Cotton,Uttar Pradesh
105,60,23,23.5,77.2,6.2,87.5,1150,Cotton,Uttar Pradesh
102,46,19,22.8,82.6,6.6,81.5,1150,Cotton,Uttar Pradesh
131,49,22,25.5,80,7.3,67.1,440,Cotton,Uttar Pradesh
139,35,15,25.2,83.5,5.9,86.6,440,Cotton,Uttar Pradesh
108,36,19,22.8,77.5,7.2,64.6,340,Cotton,Uttar Pradesh
118,45,23,23.4,77.4,8,71.7,900,Cotton,Uttar Pradesh
107,51,22,24.9,78.2,6,79.6,1100,Cotton,Uttar Pradesh
125,60,17,24.1,84.5,6.8,80.4,1100,Cotton,Uttar Pradesh
113,37,20,25,79,7.4,97.1,3100,Cotton,Uttar Pradesh
131,52,16,23.7,84.5,6.5,88.5,1100,Cotton,Uttar Pradesh
115,48,16,25.5,84.1,7.2,88.9,900,Cotton,Uttar Pradesh
113,38,25,22,79.5,7.4,90.4,440,Cotton,Uttar Pradesh
111,41,18,23.6,78.1,6.1,81,470,Cotton,Uttar Pradesh
111,53,19,24,78,6.4,84.6,260,Cotton,Uttar Pradesh
122,48,16,24.7,75.6,6.3,61.8,900,Cotton,Uttar Pradesh
108,46,17,24.3,84.9,6.9,65,295,Cotton,Uttar Pradesh
132,41,22,24.3,81,7.8,90.4,1750,Cotton,Uttar Pradesh
103,42,17,24.3,84.6,6.5,81.1,500,Cotton,Uttar Pradesh
133,50,25,25.7,81.2,7.6,99.9,3350,Cotton,Uttar Pradesh
127,37,18,24.9,76.3,7,91.9,495,Cotton,Uttar Pradesh
110,39,25,22.6,77.3,7.2,75.1,1905,Cotton,Uttar Pradesh
131,38,19,23.9,75.7,6.8,90.5,3950,Cotton,Uttar Pradesh
108,38,24,23.4,76.4,7.4,78.8,1200,Cotton,Uttar Pradesh
122,40,17,25,81.3,6.9,80,520,Cotton,Uttar Pradesh
111,50,15,25.2,80.3,7.9,84.6,500,Cotton,Uttar Pradesh
140,40,17,22.7,77.1,6,77.6,3800,Cotton,Uttar Pradesh
100,40,20,22.5,76.3,7.4,86.8,2250,Cotton,Uttar Pradesh
123,50,16,23,75.5,6.5,70.7,1050,Cotton,Uttar Pradesh
107,36,21,25.3,75.7,6.2,62.6,900,Cotton,Uttar Pradesh
118,50,19,23,82.3,6.4,66.5,560,Cotton,Uttar Pradesh
103,51,20,22.8,84.1,7,91.6,420,Cotton,Uttar Pradesh
133,57,19,23.5,76,7.9,84.1,1120,Cotton,Uttar Pradesh
129,47,20,24.4,80.8,6.3,98.6,600,Cotton,Uttar Pradesh
116,52,19,22.9,75.4,6.1,67.1,500,Cotton,Uttar Pradesh
114,40,23,25.5,81.1,6.8,95.4,360,Cotton,Uttar Pradesh
131,60,17,25.3,81.8,7.4,83.5,250,Cotton,Uttar Pradesh
107,43,18,22.4,81.5,6.7,65.5,700,Cotton,Uttar Pradesh
123,44,21,25.8,75,7.6,91.4,3200,Cotton,Uttar Pradesh
112,49,25,25.7,77.9,6.5,66.2,1300,Cotton,Uttar Pradesh
119,44,15,22.1,82.9,7.1,60.7,500,Cotton,Uttar Pradesh
130,59,19,25.1,82.5,6.5,93.5,700,Cotton,Uttar Pradesh
127,53,24,22.2,76.2,6.1,70.4,280,Cotton,Uttar Pradesh
134,52,18,24,76.6,8,76.1,500,Cotton,Uttar Pradesh
109,36,18,25.4,76.5,7.5,62.5,6475,Cotton,Uttar Pradesh
100,48,17,23.8,83,7.8,66.3,1165,Cotton,Uttar Pradesh
132,52,19,24.2,76.7,6.4,61.9,660,Cotton,Uttar Pradesh
102,37,25,25.3,77.9,5.9,72.8,450,Cotton,Uttar Pradesh
111,39,22,22.6,80.4,6.1,88.6,445,Cotton,Uttar Pradesh
117,51,15,23,78.7,6,99.8,1360,Cotton,Uttar Pradesh
136,36,24,22.7,80.4,7.6,90.1,1890,Cotton,Uttar Pradesh
134,56,18,23.8,83.9,6.7,71,2745,Cotton,Uttar Pradesh
112,54,15,25.5,81.6,6.2,76.9,2040,Cotton,Uttar Pradesh
105,56,15,26,82,7.3,74.1,1945,Cotton,Uttar Pradesh
140,45,15,25.5,80,5.8,99.4,2450,Cotton,Uttar Pradesh
126,46,25,24.4,81.7,6.8,60.8,1440,Cotton,Uttar Pradesh
106,49,24,23,76.5,7,90.6,1745,Cotton,Uttar Pradesh
121,53,19,23.5,76.7,8,80.1,545,Cotton,Uttar Pradesh
108,60,17,22.8,76.8,6.6,97.8,650,Cotton,Uttar Pradesh
116,56,17,24.7,77.7,8,85.2,295,Cotton,Uttar Pradesh
100,52,19,23.5,82.4,7.9,93.5,1145,Cotton,Uttar Pradesh
129,43,16,25.6,77.9,6.7,78.6,1340,Cotton,Uttar Pradesh
118,44,23,22.1,82.8,6.7,67.1,1760,Cotton,Uttar Pradesh
117,43,25,24.7,78.5,7.8,69.3,440,Cotton,Uttar Pradesh
126,37,21,25.8,84.2,6.6,77,1100,Cotton,Uttar Pradesh
120,48,16,22.5,75.4,7.5,71.9,450,Cotton,Uttar Pradesh
102,45,16,23.7,77.5,7.3,74.9,440,Cotton,Uttar Pradesh
131,56,20,22,81.8,7.8,92.2,1150,Cotton,Uttar Pradesh
114,40,17,24.3,80.1,6.4,69.5,1120,Cotton,Uttar Pradesh
101,37,18,22.9,82.7,7.6,92.9,540,Cotton,Uttar Pradesh
106,46,20,23.4,78.6,6.2,81.2,360,Cotton,Uttar Pradesh
113,38,20,22.1,78.6,6.4,74.9,280,Cotton,Uttar Pradesh
102,53,21,23,76.1,6.9,91.5,4900,Cotton,Uttar Pradesh
110,39,18,24.5,75.4,7.8,63.9,1300,Cotton,Uttar Pradesh
107,58,15,23.7,75.8,7.6,76.6,1000,Cotton,Uttar Pradesh
120,60,15,22.3,83.9,7.3,65.4,850,Cotton,Uttar Pradesh
89,47,38,25.5,72.2,6,151.9,950,Jute,Uttar Pradesh
60,37,39,26.6,82.9,6,161.2,400,Jute,Uttar Pradesh
63,41,45,25.3,86.9,7.1,196.6,500,Jute,Uttar Pradesh
86,40,39,25.7,88.2,6.2,175.6,1250,Jute,Uttar Pradesh
96,41,40,23.6,72,6.1,190.4,4900,Jute,Uttar Pradesh
100,35,36,25.3,72,6.3,190.6,1400,Jute,Uttar Pradesh
63,37,43,23.4,85.1,6.7,185.7,4000,Jute,Uttar Pradesh
70,43,40,24.4,88.8,6.2,169.1,1100,Jute,Uttar Pradesh
67,55,44,26.3,75.1,7.3,182.3,1300,Jute,Uttar Pradesh
74,40,40,25.1,83.1,6.4,169.3,1000,Jute,Uttar Pradesh
89,53,44,24.9,71.9,7.3,150.2,500,Jute,Uttar Pradesh
74,46,45,25.8,88.4,6,189.4,400,Jute,Uttar Pradesh
89,41,38,23.1,74.7,6.3,199.8,400,Jute,Uttar Pradesh
60,55,40,25,89,7,151.5,1000,Jute,Uttar Pradesh
67,43,38,25.2,70.9,7.3,195.9,1900,Jute,Uttar Pradesh
70,38,35,24.4,79.3,7,164.3,450,Jute,Uttar Pradesh
74,49,38,23.3,71.5,7.5,164.5,700,Jute,Uttar Pradesh
90,40,39,25.7,81.9,6.6,192,800,Jute,Uttar Pradesh
82,35,44,27,78.2,6.2,169.8,700,Jute,Uttar Pradesh
73,45,37,23.7,74.6,6.7,181.3,450,Jute,Uttar Pradesh
85,53,38,24.9,73.8,6.6,153.9,500,Jute,Uttar Pradesh
81,56,36,23.4,72.6,7.1,174.8,1200,Jute,Uttar Pradesh
84,55,38,26.9,79.8,7,173.1,800,Jute,Uttar Pradesh
80,45,42,23.1,75,7.4,151.9,700,Jute,Uttar Pradesh
76,54,45,24.3,77.6,6.2,185,800,Jute,Uttar Pradesh
76,56,39,24.4,89.9,6.6,197.1,470,Jute,Uttar Pradesh
81,40,45,25.8,80.8,6.4,174.5,400,Jute,Uttar Pradesh
76,44,45,25.5,84.5,6.7,168.8,1550,Jute,Uttar Pradesh
69,47,40,25.4,76.2,6.1,183.8,460,Jute,Uttar Pradesh
82,40,45,26.2,81.7,6.7,180.1,320,Jute,Uttar Pradesh
69,57,35,24.3,78.5,6.2,186.2,700,Jute,Uttar Pradesh
81,36,38,23.8,88,6.3,150.3,2050,Jute,Uttar Pradesh
67,60,38,24.8,78.5,7.2,162.3,4250,Jute,Uttar Pradesh
72,51,40,23.2,74.1,7.4,199.5,700,Jute,Uttar Pradesh
65,39,45,23.7,70.9,6.8,184.5,600,Jute,Uttar Pradesh
78,50,43,25.1,85.7,6.3,159.6,1750,Jute,Uttar Pradesh
77,52,41,23.9,83.5,6.1,167.7,240,Jute,Uttar Pradesh
89,52,42,23.1,81.5,6.1,196.7,500,Jute,Uttar Pradesh
62,49,37,24.2,82.9,7.5,166.1,800,Jute,Uttar Pradesh
90,48,45,24.1,71.3,6.5,153.6,600,Jute,Uttar Pradesh
66,47,36,24.9,74.4,6.6,175.6,6715,Jute,Uttar Pradesh
80,52,39,26.4,76.9,7.2,197.2,1700,Jute,Uttar Pradesh
89,52,45,24.9,77,7.2,196.5,5075,Jute,Uttar Pradesh
77,51,44,23.3,82.7,7.1,166.2,885,Jute,Uttar Pradesh
94,37,41,24.8,87.1,6.5,179.2,785,Jute,Uttar Pradesh
75,41,35,25,78.6,6.9,166.6,490,Jute,Uttar Pradesh
60,55,36,26.1,80.5,7.1,150.6,1810,Jute,Uttar Pradesh
62,56,35,26,81.7,6.2,163.3,1650,Jute,Uttar Pradesh
84,40,42,26.3,73.4,6.7,186.7,3220,Jute,Uttar Pradesh
100,56,40,26.4,83.3,7.4,176.2,4035,Jute,Uttar Pradesh
75,56,44,25.3,73.7,6.1,168,815,Jute,Uttar Pradesh
78,46,42,23.1,78.5,7.1,155.4,660,Jute,Uttar Pradesh
82,48,36,25.8,81.8,6.4,193.2,2240,Jute,Uttar Pradesh
100,58,41,23.2,87.9,6.7,160.6,475,Jute,Uttar Pradesh
88,50,40,25.6,80,7.1,182.3,1910,Jute,Uttar Pradesh
67,41,40,25.8,87.8,7.3,152.6,3050,Jute,Uttrakhand
72,42,43,26.6,80.9,6.4,181.3,750,Jute,Uttrakhand
89,40,43,26.2,73,7.1,190,400,Jute,Uttrakhand
89,57,43,26.9,73.2,7,177.2,700,Jute,Uttrakhand
61,41,44,24.4,82.1,6.5,159.9,550,Jute,Uttrakhand
79,45,43,25.7,79.2,7.2,187.2,1350,Jute,Uttrakhand
84,40,43,25,88.3,7.2,169.4,1800,Jute,Uttrakhand
98,43,35,25.4,76.4,7.3,188.6,850,Jute,Uttrakhand
75,36,44,23.3,74.3,6.6,153.7,750,Jute,Uttrakhand
89,58,35,24,82.1,6.1,167.1,1350,Jute,Uttrakhand
91,41,37,24.5,83.2,6.1,192.2,1150,Jute,Uttrakhand
77,48,36,25.9,84.1,7.4,154.8,1800,Jute,Uttrakhand
66,58,35,23.6,79.5,7.3,185.3,700,Jute,Uttrakhand
62,59,41,24.2,74.9,7.2,192.5,1150,Jute,Uttrakhand
82,35,35,25.5,87,7.3,176.5,3500,Jute,Uttrakhand
61,41,35,25,79.5,6.8,195.8,550,Jute,Uttrakhand
99,57,38,24.8,82.1,6.4,156.4,450,Jute,Uttrakhand
70,42,43,23.2,76.7,6.5,157.1,300,Jute,Uttrakhand
90,59,35,24.3,89.9,7.1,175.2,500,Jute,Uttrakhand
73,43,42,26.6,78,6.3,154.8,975,Jute,Uttrakhand
67,46,44,26.8,78.2,7.1,153.9,600,Jute,Uttrakhand
84,37,42,25.5,81.1,6.7,169.9,4200,Jute,West Bengal
72,41,36,24.1,80.6,6.2,176.9,1150,Jute,West Bengal
71,56,37,23.2,86.2,6.5,176.1,380,Jute,West Bengal
64,53,38,26.2,78.5,6.9,183.4,2650,Jute,West Bengal
65,54,39,23.8,71.1,7.1,160.1,2850,Jute,West Bengal
60,58,37,26.1,79.1,6.1,171.5,1700,Jute,West Bengal
86,39,43,26.1,71.2,6.4,193.1,500,Jute,West Bengal
90,50,44,26.9,73.5,6.3,171.5,2500,Jute,West Bengal
91,38,36,26.5,77.2,7.3,157.9,4200,Jute,West Bengal
87,48,38,23.8,80.9,7.2,190.3,1750,Jute,West Bengal
72,41,36,26.5,86.8,6.1,153,370,Jute,West Bengal
71,54,35,26.6,71,7.3,199.3,2650,Jute,West Bengal
82,46,41,23.3,79.8,6.6,187.3,900,Jute,West Bengal
71,52,43,26.5,74,6.7,180.3,500,Jute,West Bengal
80,43,43,23.8,74.4,6,172.6,1700,Jute,West Bengal
77,55,43,25.5,76,6.7,193.7,6400,Jute,West Bengal
95,57,41,23.2,73.7,6.4,184.8,6100,Jute,West Bengal
63,47,35,27,89.1,7.4,193.9,5900,Jute,West Bengal
93,43,38,23.6,86.1,7,150.2,1100,Jute,West Bengal
87,44,43,23.9,86.8,6.7,177.5,7360,Jute,West Bengal
88,52,39,23.9,88.1,6.9,154.7,7500,Jute,West Bengal
90,39,37,24.8,81.7,6.9,190.8,7000,Jute,West Bengal
90,39,43,24.4,82.3,6.8,191,6100,Jute,West Bengal
84,38,43,26.6,73.8,7.3,159.3,4350,Jute,West Bengal
91,21,26,26.3,57.4,7.3,191.7,1020,Coffee,West Bengal
107,21,26,26.5,55.3,7.2,144.7,4900,Coffee,West Bengal
83,38,35,25.7,52.9,7.2,136.7,4600,Coffee,West Bengal
108,24,31,24.1,56.2,6.4,147.3,560,Coffee,West Bengal
116,28,34,23.4,60.4,6.4,122.2,3000,Coffee,West Bengal
116,23,25,23.4,52.3,6.9,139.4,910,Coffee,West Bengal
109,31,27,23.1,50.4,7,164.5,560,Coffee,West Bengal
89,25,34,23.1,63.7,7.2,129.9,2000,Coffee,West Bengal
118,18,32,27.6,51.1,6.4,122.8,4000,Coffee,West Bengal
111,32,34,25.5,69.4,6.4,171.4,7000,Coffee,West Bengal
84,36,28,26.7,55.6,6.1,140.6,3100,Coffee,West Bengal
85,33,25,26.2,52.5,6.9,189.1,4300,Coffee,West Bengal
99,15,27,27,57.3,6.5,165.7,1000,Coffee,West Bengal
81,30,31,24.7,51.9,7,135.1,1750,Coffee,West Bengal
95,39,29,27.4,56,7.1,149,600,Coffee,West Bengal
81,34,30,25.2,62.3,6.6,135,2300,Coffee,West Bengal
80,15,28,23.1,68,6.7,161.9,1000,Coffee,West Bengal
104,20,26,27.2,53,7.5,175.7,800,Coffee,West Bengal
109,29,28,23.3,60.5,6.7,194.2,800,Coffee,West Bengal
100,32,26,25.2,57.5,6,124.2,3800,Coffee,West Bengal
100,24,28,25.6,57.7,7.1,195.8,1750,Coffee,West Bengal
83,21,28,25.6,60.5,7.5,190.2,500,Coffee,West Bengal
120,23,28,25.7,51.3,6.9,196.3,2300,Coffee,West Bengal
104,26,30,24.4,62.7,6.4,148.7,7000,Coffee,West Bengal
108,33,31,23.7,66.8,7.4,144.7,900,Coffee,West Bengal
91,25,26,24.5,67,7.5,180.5,3600,Coffee,West Bengal
86,26,27,27.1,52.9,6.1,192.4,3800,Coffee,West Bengal
98,18,27,27.6,68.5,6.5,167.4,3900,Coffee,West Bengal
111,27,31,23.6,55.3,6,191.4,1100,Coffee,West Bengal
84,39,35,23.2,52.1,7,117.3,1770,Coffee,West Bengal
98,27,27,24.7,51.3,7.2,197.6,1750,Coffee,West Bengal
118,21,34,24.4,64.7,7.2,119.6,510,Coffee,West Bengal
103,27,31,27.2,51.6,6.7,126.2,3000,Coffee,West Bengal
82,24,33,26.5,67.1,6.8,120.6,2250,Coffee,West Bengal
86,31,35,27,60.8,6.5,191.5,1100,Coffee,West Bengal
88,35,35,27.6,58.5,6.8,117.9,1050,Coffee,West Bengal
84,27,29,23.3,53,7.2,168.3,8000,Coffee,West Bengal
120,40,33,24.2,54.3,6.7,115.2,3900,Coffee,West Bengal
106,40,30,23.4,64.1,6.8,122.7,3800,Coffee,West Bengal
113,21,33,26,55.8,7.3,176.9,9925,Coffee,West Bengal
117,34,25,24.8,56.8,7.2,124.4,1000,Coffee,West Bengal
80,30,25,26.2,65.6,7.5,148.4,1750,Coffee,West Bengal
88,21,27,24.4,66,7.2,181.6,500,Coffee,West Bengal
113,33,34,26,62.1,6.6,153.5,2300,Coffee,West Bengal
87,23,28,26.2,62.3,7,193.7,7100,Coffee,West Bengal
113,15,29,27.1,63.6,6.8,190.2,5000,Coffee,West Bengal
98,29,30,25.6,61,6.2,199.5,1200,Coffee,West Bengal
97,29,27,27.7,54.4,7.2,139.9,3200,Coffee,West Bengal
85,35,32,26.2,54.3,6.9,133.1,480,Coffee,West Bengal
82,29,35,26.7,52.2,6.2,156.2,2850,Coffee,West Bengal
103,33,25,27.1,55.7,6.9,139.5,4900,Coffee,West Bengal
112,17,28,27.6,61.3,6.8,196.6,750,Coffee,West Bengal
99,19,33,27.5,55.5,6.3,130.6,500,Coffee,West Bengal
120,20,34,23.6,50.6,6.9,130.4,650,Coffee,West Bengal
114,27,28,25,57.9,7.2,192.9,3200,Coffee,West Bengal
100,40,35,27.6,54.4,7,177.8,2600,Coffee,West Bengal
108,35,25,24,61.1,7,161.5,525,Coffee,West Bengal
115,31,30,24.2,67.4,6.8,122.4,1200,Coffee,West Bengal
87,28,30,25.6,68.7,6.5,168.8,900,Coffee,West Bengal
82,24,26,24.3,53.6,6.1,184.4,3800,Coffee,West Bengal
94,26,27,26.4,52.3,7.5,177.3,4000,Coffee,West Bengal
87,28,35,26.6,57.2,6.8,152.1,4100,Coffee,West Bengal
118,40,35,26.4,58.5,7.5,121.6,750,Coffee,West Bengal
87,38,29,25.2,57.9,6.7,156.1,475,Coffee,West Bengal
92,40,30,23.4,55.2,6,171.7,3200,Coffee,West Bengal
97,22,26,23.6,59.7,6.1,185.2,2700,Coffee,West Bengal
99,40,32,24.2,69.9,7,163.3,2950,Coffee,West Bengal
89,28,33,26.4,53.8,7,175.4,4100,Coffee,West Bengal
112,39,29,26.1,63.4,6.7,147.8,4200,Coffee,West Bengal
111,28,26,27.8,64.5,6.9,192.7,350,Coffee,West Bengal
114,20,26,25.6,62.7,7.3,193.6,2550,Coffee,West Bengal
117,26,30,27.9,68,7.1,115.2,2400,Coffee,West Bengal
111,29,31,26.1,52.3,6.1,161.3,8600,Coffee,West Bengal
119,30,28,26.4,64.6,6.5,163.6,4300,Coffee,West Bengal
116,40,33,24.9,54.2,7,129.5,400,Coffee,West Bengal
95,37,35,27.3,68.4,6.3,192.4,2700,Coffee,West Bengal
86,40,33,26.1,52.3,7.4,136.3,3800,Coffee,West Bengal
117,37,32,23.1,67.1,6.8,162.6,860,Coffee,West Bengal
105,18,35,23.5,68.4,6.7,171.9,1780,Coffee,West Bengal
109,23,25,25.1,68.5,7,194.9,530,Coffee,West Bengal
80,18,31,24,58.8,7.3,134.7,2900,Coffee,West Bengal
101,31,26,26.7,69.7,6.9,158.9,7325,Coffee,West Bengal
103,33,33,26.7,50.5,7.1,126.8,2000,Coffee,West Bengal
93,26,27,24.6,56.5,7.3,137.7,1500,Coffee,West Bengal
104,35,28,27.5,50.7,7,144,5000,Coffee,West Bengal
116,36,25,27.6,58.5,6.2,156.7,4300,Coffee,West Bengal
107,38,29,26.7,57.6,6.4,145.1,4100,Coffee,West Bengal
101,33,33,27,62,6.9,142.9,1200,Coffee,West Bengal
107,31,31,23.2,53,6.8,153.1,1770,Coffee,West Bengal
99,16,30,23.5,65.4,6.4,186.2,580,Coffee,West Bengal
103,40,30,27.3,55.2,6.3,141.5,3800,Coffee,West Bengal
118,31,34,27.5,62.9,6.1,181.4,1400,Coffee,West Bengal
106,21,35,25.6,57,7.4,188.6,6500,Coffee,West Bengal
116,38,34,23.3,50,6,183.5,1600,Coffee,West Bengal
97,35,26,24.9,53.7,6.3,166.3,5600,Coffee,West Bengal
107,34,32,26.8,66.4,6.8,177.8,1000,Coffee,West Bengal
99,15,27,27.4,56.6,6.1,127.9,800,Coffee,West Bengal
118,33,30,24.1,67.2,6.4,173.3,560,Coffee,West Bengal
117,32,34,26.3,52.1,6.8,127.2,1500,Coffee,West Bengal
104,18,30,23.6,60.4,6.8,140.9,1400,Coffee,West Bengal
